ONS_CODE,Apr 2020-Mar 2021,Jul 2020-Jun 2021,Oct 2020-Sep 2021,Jan 2021-Dec 2021,Apr 2021-Mar 2022,Jul 2021-Jun 2022,Oct 2021-Sep 2022,Jan 2022-Dec 2022,Apr 2022-Mar 2023,Jul 2022-Jun 2023,Oct 2022-Sep 2023,Jan 2023-Dec 2023,Apr 2023-Mar 2024
E14001071,84.8,100.0,100.0,73.8,80.0,80.6,80.6,100.0,100.0,100.0,84.4,70.6,78.0
E14001072,88.9,100.0,100.0,77.6,75.3,52.4,55.6,52.1,,,,88.5,92.6
E14001073,100.0,85.9,70.6,67.2,,60.1,73.8,58.4,50.2,51.6,,69.7,64.1
E14001074,80.6,85.8,80.0,65.8,65.1,60.2,62.8,67.9,50.2,57.6,79.4,80.4,80.8
E14001075,88.3,95.4,89.3,83.9,84.4,75.0,72.3,75.9,77.1,85.6,84.5,76.5,60.7
E14001076,100.0,100.0,100.0,100.0,85.7,82.1,84.7,75.0,80.6,86.4,86.9,100.0,89.1
E14001077,100.0,100.0,84.3,85.2,84.6,83.6,100.0,91.8,85.3,91.5,85.2,,
E14001078,75.8,75.8,100.0,82.6,79.6,79.9,,,55.0,61.2,73.2,89.6,85.9
E14001079,100.0,80.6,82.3,,80.8,84.8,81.8,76.8,,100.0,100.0,100.0,100.0
E14001080,81.5,92.0,83.3,78.2,65.3,51.9,36.0,39.1,32.0,,80.9,66.8,39.4
E14001081,66.5,75.3,77.5,74.8,87.5,89.3,80.5,100.0,100.0,100.0,100.0,100.0,100.0
E14001082,72.2,69.2,85.9,78.8,72.7,70.2,63.4,58.7,65.3,60.2,61.4,73.1,62.2
E14001083,65.9,95.5,100.0,100.0,100.0,100.0,100.0,100.0,,,,,
E14001084,81.4,67.8,65.6,38.5,48.1,67.1,85.5,91.7,100.0,100.0,100.0,100.0,
E14001085,100.0,61.4,57.0,48.7,,,,56.7,54.1,61.1,59.3,,
E14001086,100.0,100.0,75.0,67.5,45.5,44.1,46.0,42.5,51.4,60.7,56.4,64.8,78.2
E14001087,88.6,81.6,89.7,75.8,55.0,66.9,63.1,63.7,68.1,78.3,85.9,85.0,100.0
E14001088,76.8,78.2,,83.8,100.0,100.0,100.0,,,,,,
E14001089,84.8,91.6,87.4,84.0,79.4,80.5,64.9,64.1,62.3,,,,
E14001090,76.4,74.5,60.5,74.8,83.2,100.0,100.0,100.0,,,,,
E14001091,57.7,57.6,76.2,80.3,62.1,49.3,,,,,,,89.3
E14001092,78.1,42.1,27.8,32.3,26.7,35.5,64.6,48.5,55.0,73.5,85.1,100.0,92.6
E14001093,,,,56.2,63.9,68.7,75.8,100.0,60.6,64.5,66.7,43.0,55.9
E14001094,,47.4,67.2,64.5,71.2,54.6,,,65.6,77.0,100.0,70.7,
E14001095,100.0,,100.0,39.8,58.5,63.1,66.8,79.6,83.2,82.1,70.8,,
E14001096,87.4,81.8,93.2,84.9,85.5,81.2,82.0,91.2,75.8,64.5,58.6,,61.4
E14001097,79.2,67.3,80.7,88.2,94.8,100.0,100.0,90.1,83.7,,,,64.4
E14001098,35.1,42.7,,40.9,39.3,41.5,67.3,63.6,68.9,87.1,,100.0,100.0
E14001099,59.1,46.8,62.1,51.2,56.5,40.2,43.1,45.8,44.2,62.4,61.1,,
E14001100,62.6,,,,,,,40.9,,55.2,57.5,,63.2
E14001102,66.7,68.0,76.7,76.3,83.5,77.1,69.6,74.6,80.8,85.6,53.4,64.6,62.5
E14001103,,55.4,64.0,85.6,72.3,75.2,64.1,70.3,81.2,100.0,100.0,,100.0
E14001104,100.0,100.0,100.0,100.0,100.0,68.4,74.6,,63.5,69.3,51.3,83.7,
E14001105,85.7,89.8,97.2,87.4,87.8,88.6,89.0,97.6,94.2,78.5,62.2,43.6,41.6
E14001106,95.3,94.5,95.0,93.9,100.0,100.0,84.3,80.5,63.9,53.9,79.7,100.0,100.0
E14001107,78.0,66.8,71.2,77.3,88.1,94.5,93.3,93.0,90.9,76.0,64.8,68.7,71.1
E14001108,91.0,89.0,,74.5,83.5,100.0,100.0,100.0,,,,,
E14001109,100.0,100.0,,,,,,,100.0,100.0,100.0,100.0,100.0
E14001110,43.7,50.0,62.0,57.2,54.2,48.6,60.6,42.2,29.6,32.9,,,
E14001111,66.4,55.3,,73.2,72.4,76.7,65.0,54.0,53.0,,56.2,,
E14001112,44.8,37.5,41.3,31.1,42.7,57.9,71.4,81.4,76.8,83.6,100.0,100.0,89.1
E14001113,79.4,86.9,86.6,82.4,77.7,68.8,80.1,73.9,79.2,82.5,78.2,78.5,86.6
E14001114,63.7,46.2,,51.5,,,,,,,,,
E14001115,51.0,59.8,81.8,77.9,49.0,52.1,37.9,60.1,71.6,63.1,66.1,53.1,43.1
E14001116,87.4,92.6,82.7,76.2,66.3,64.2,70.6,85.1,92.3,88.3,75.4,70.2,51.3
E14001117,84.5,71.5,63.9,60.8,60.8,64.9,65.6,66.1,68.6,71.6,79.8,85.4,74.7
E14001118,61.6,78.8,89.4,92.7,92.9,94.4,91.3,90.2,89.3,78.7,82.7,90.9,85.9
E14001119,100.0,100.0,100.0,100.0,78.6,74.6,82.7,84.7,100.0,77.1,57.7,52.3,
E14001120,79.9,68.6,,61.3,63.3,74.8,100.0,,,,,,76.1
E14001121,,,69.7,76.7,100.0,100.0,100.0,100.0,100.0,,,,
E14001122,56.9,74.3,77.5,100.0,100.0,100.0,52.8,,,,,,41.0
E14001123,37.6,31.7,30.7,46.1,58.2,57.9,44.5,,,,,,
E14001124,100.0,100.0,100.0,100.0,81.8,69.2,71.8,56.5,61.3,75.5,81.6,,68.2
E14001125,60.6,79.8,86.1,79.1,84.5,81.2,85.2,100.0,100.0,100.0,,,
E14001126,84.7,67.9,67.6,,,100.0,100.0,84.7,84.9,86.7,90.0,100.0,100.0
E14001127,57.3,43.2,50.8,69.8,80.5,79.4,78.3,,,60.9,68.7,87.3,89.0
E14001128,87.2,77.2,70.0,70.8,68.4,79.2,83.0,79.0,87.4,83.4,83.6,93.3,80.5
E14001129,,44.5,39.7,,48.9,44.1,45.0,46.8,52.3,42.6,44.8,,
E14001130,82.0,61.9,52.2,52.7,48.6,69.2,79.4,72.4,70.9,75.1,61.6,70.3,79.2
E14001131,64.9,70.0,63.9,73.5,86.8,88.9,84.2,79.3,79.2,74.9,40.0,,36.0
E14001132,57.8,58.5,73.1,73.3,84.1,100.0,100.0,100.0,100.0,,100.0,100.0,100.0
E14001133,78.9,89.4,65.4,64.1,64.4,70.1,100.0,100.0,100.0,100.0,,71.5,70.0
E14001134,50.8,41.9,45.8,66.8,72.5,88.2,94.8,79.8,76.8,80.3,78.9,100.0,83.0
E14001135,81.6,81.7,83.3,86.9,87.4,90.3,89.8,81.2,85.8,74.9,70.1,83.1,84.7
E14001136,66.9,87.7,100.0,88.9,90.8,89.0,89.2,100.0,100.0,100.0,,,
E14001137,64.4,71.1,70.7,100.0,100.0,100.0,100.0,100.0,77.7,88.6,94.1,92.6,87.7
E14001138,84.4,94.2,93.4,88.2,84.9,77.3,80.7,83.6,86.2,,,68.9,90.0
E14001139,89.7,100.0,100.0,68.9,,,,78.2,59.5,45.9,44.1,,
E14001140,75.9,79.5,100.0,87.6,75.2,59.6,49.0,28.9,21.8,,,72.2,70.7
E14001141,64.8,48.4,65.0,85.6,71.1,87.0,75.6,68.2,77.0,76.7,84.3,100.0,100.0
E14001142,100.0,100.0,83.3,83.6,79.3,76.2,100.0,,,100.0,100.0,100.0,100.0
E14001143,72.7,100.0,100.0,100.0,84.3,84.3,74.3,,100.0,100.0,100.0,100.0,
E14001144,63.1,70.7,77.5,86.4,87.8,87.7,85.9,85.3,100.0,100.0,100.0,100.0,100.0
E14001145,58.6,60.6,74.1,79.7,65.0,67.3,69.2,83.1,100.0,100.0,100.0,100.0,
E14001146,72.5,93.1,91.1,88.7,85.9,85.9,83.2,68.8,71.8,,,,
E14001147,61.5,72.6,75.6,72.6,71.3,64.4,51.2,53.2,45.6,48.2,79.6,100.0,89.1
E14001148,78.0,81.1,100.0,100.0,100.0,100.0,100.0,100.0,76.4,84.9,90.4,88.2,84.0
E14001149,61.1,82.1,68.9,70.8,,79.5,86.9,90.5,89.4,69.0,79.6,77.5,73.4
E14001150,70.0,75.0,78.7,87.0,76.4,100.0,100.0,100.0,100.0,100.0,100.0,,
E14001151,74.9,77.4,92.5,64.8,49.1,43.4,31.1,,,,,,77.4
E14001152,86.5,100.0,88.4,88.1,83.4,82.0,100.0,100.0,80.5,79.8,79.6,79.5,77.8
E14001153,84.6,82.4,93.2,95.5,87.9,86.7,90.1,63.2,75.0,78.0,,,
E14001154,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
E14001155,100.0,100.0,100.0,100.0,86.1,62.0,71.9,67.9,72.5,92.2,78.3,80.4,
E14001156,63.7,66.1,63.2,83.6,100.0,,,,,79.5,71.2,77.5,85.0
E14001157,62.8,55.5,75.8,,,69.5,60.5,56.2,80.8,,100.0,100.0,100.0
E14001158,37.2,48.7,60.8,63.2,57.8,73.6,69.5,82.0,100.0,100.0,100.0,,
E14001159,76.8,72.1,82.1,100.0,85.7,84.6,82.9,84.1,100.0,100.0,,,
E14001160,71.6,73.7,55.1,66.6,58.7,69.4,57.6,29.6,34.9,20.2,,77.5,79.1
E14001161,74.1,78.7,73.9,77.6,74.4,71.4,85.4,87.6,89.9,100.0,100.0,100.0,100.0
E14001162,74.8,67.8,64.4,57.3,100.0,100.0,91.8,90.0,85.5,56.5,76.7,73.1,
E14001163,100.0,100.0,100.0,90.0,88.8,89.6,74.3,,,,,,
E14001164,100.0,100.0,100.0,100.0,,,,,,,,,
E14001165,100.0,100.0,67.7,55.6,46.8,64.5,74.7,75.6,71.2,,,,
E14001166,58.4,74.6,74.4,73.9,81.7,34.8,22.9,,,,,,
E14001167,86.4,71.4,81.2,78.0,80.4,100.0,100.0,87.8,73.0,59.8,67.7,71.1,100.0
E14001168,68.6,77.5,96.2,69.7,68.1,56.9,,100.0,76.9,84.5,79.0,82.4,63.7
E14001169,60.4,64.1,64.4,74.0,66.7,48.4,76.4,62.0,46.4,,,,
E14001170,67.5,84.6,87.0,90.1,100.0,100.0,100.0,81.4,59.4,58.3,36.6,35.4,
E14001171,65.3,79.1,77.7,79.2,90.4,100.0,100.0,100.0,100.0,70.3,75.7,,
E14001172,64.0,59.4,70.8,71.0,86.5,50.4,54.8,66.7,70.3,92.5,74.7,71.7,66.6
E14001173,72.8,49.6,44.0,44.4,44.6,57.5,81.5,69.4,56.5,55.0,43.8,,
E14001174,76.3,75.8,77.8,72.4,100.0,65.3,63.7,62.8,,76.4,78.0,82.4,
E14001175,100.0,97.1,96.7,95.7,84.3,,100.0,,100.0,,,,
E14001176,72.5,65.1,,49.9,44.5,57.8,59.1,88.5,84.3,81.2,84.5,,
E14001177,100.0,86.8,87.0,78.4,75.7,66.9,52.6,70.7,69.2,74.2,87.1,87.7,94.5
E14001178,65.6,69.0,64.6,57.0,73.4,62.8,80.1,100.0,100.0,100.0,100.0,100.0,
E14001179,61.8,,50.7,58.1,50.8,70.5,71.4,58.5,65.5,54.9,,100.0,92.0
E14001180,68.0,57.7,61.4,74.2,58.0,62.7,61.9,60.9,65.6,75.8,56.5,42.7,50.7
E14001181,76.0,83.1,74.2,68.6,74.3,80.0,87.4,84.6,83.7,84.2,85.3,87.1,89.2
E14001182,58.5,31.9,32.1,40.7,46.6,46.7,47.7,54.2,49.3,67.4,70.4,66.2,57.6
E14001183,80.9,92.9,92.6,90.7,91.6,100.0,86.6,80.7,84.4,77.6,84.0,91.1,81.2
E14001184,91.0,90.0,85.8,75.0,79.9,62.1,69.8,66.9,54.5,66.0,51.1,77.9,77.3
E14001185,70.2,70.6,81.4,,100.0,100.0,100.0,100.0,81.6,,,,100.0
E14001186,49.8,51.3,62.0,60.6,41.4,60.2,63.5,61.6,91.5,72.4,67.3,67.3,72.9
E14001187,77.9,68.2,87.6,80.4,93.6,100.0,100.0,100.0,,,,74.8,
E14001188,50.6,59.4,68.4,51.2,74.0,,,56.8,61.9,62.1,,,
E14001189,41.1,38.1,40.3,46.8,43.9,70.1,72.5,66.6,100.0,80.2,87.5,87.9,88.4
E14001190,75.5,75.6,81.5,90.3,90.0,87.6,80.7,73.2,75.9,83.5,85.2,75.5,78.3
E14001191,100.0,82.6,87.3,87.6,83.6,83.1,76.9,78.5,91.2,100.0,100.0,100.0,
E14001192,85.9,80.1,69.6,81.2,86.8,70.3,67.7,85.8,87.5,100.0,100.0,,
E14001193,85.8,77.9,81.0,80.0,72.8,77.4,67.2,65.4,71.9,77.4,67.3,69.9,70.4
E14001194,80.5,96.8,91.5,90.2,87.8,83.0,84.2,78.2,51.3,58.4,68.7,75.1,88.8
E14001195,,,,,,46.0,44.5,49.3,51.7,,,,100.0
E14001196,59.0,71.5,79.1,80.1,74.4,62.4,58.7,72.3,88.6,100.0,100.0,100.0,69.1
E14001197,,74.9,78.2,66.6,68.7,74.6,90.4,100.0,76.6,84.5,,,100.0
E14001198,86.4,88.8,86.8,86.2,79.8,80.0,74.9,42.3,43.7,,31.4,48.4,53.7
E14001199,79.8,78.8,100.0,71.4,75.2,74.9,69.6,91.0,92.5,90.8,91.9,100.0,100.0
E14001200,,58.6,70.3,75.2,77.3,81.0,72.2,65.6,55.2,,61.6,72.4,83.2
E14001201,100.0,100.0,100.0,100.0,100.0,41.6,,,,,,,
E14001202,75.9,79.8,77.1,85.4,83.3,,,,,48.2,,,
E14001203,84.3,82.7,66.1,73.0,64.1,66.7,100.0,100.0,100.0,,65.5,,
E14001204,40.1,60.4,55.8,69.0,,71.0,100.0,100.0,100.0,,100.0,100.0,81.1
E14001205,85.6,100.0,64.8,56.2,46.4,59.8,80.8,86.8,100.0,100.0,100.0,,
E14001206,79.2,77.9,72.3,89.0,87.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
E14001207,72.4,49.3,48.8,49.5,56.7,86.6,86.2,85.7,,,,,
E14001208,79.2,100.0,100.0,,,,100.0,100.0,100.0,,,100.0,
E14001209,100.0,100.0,100.0,100.0,,,,,,,,,
E14001210,77.8,58.7,28.5,,31.9,49.2,68.5,70.1,70.3,74.6,58.4,60.7,62.7
E14001211,,100.0,100.0,87.2,89.3,77.1,69.4,81.8,,,,100.0,100.0
E14001212,82.6,87.2,100.0,100.0,100.0,,,,,59.6,57.6,69.4,100.0
E14001213,,,,,34.3,74.9,73.7,62.8,82.5,79.3,74.9,100.0,100.0
E14001214,67.9,77.4,79.5,88.6,85.2,62.6,63.3,51.6,50.7,55.6,63.7,84.5,100.0
E14001215,100.0,100.0,90.0,88.4,85.4,,100.0,79.3,65.3,64.2,,85.6,89.0
E14001216,56.7,67.2,60.7,62.0,84.1,59.2,64.8,58.3,,,,,64.2
E14001217,45.0,70.8,86.5,85.5,59.1,53.6,64.7,60.3,54.7,34.6,48.3,,
E14001218,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,
E14001219,100.0,100.0,84.7,87.0,88.4,,,,,100.0,100.0,100.0,100.0
E14001220,89.4,89.5,94.2,85.5,92.1,90.8,74.9,81.7,79.3,65.0,81.9,,70.6
E14001221,67.6,87.9,85.8,54.4,76.3,66.5,69.5,100.0,,,,,
E14001222,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,100.0,100.0
E14001223,82.1,91.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,
E14001224,79.5,81.0,79.9,100.0,100.0,82.1,83.6,,54.6,65.7,70.4,70.2,100.0
E14001225,30.1,33.9,58.0,63.1,74.1,76.3,78.0,71.8,70.8,100.0,,,71.3
E14001226,,,53.7,54.1,78.1,78.1,100.0,75.1,65.5,50.8,63.8,62.9,78.7
E14001227,89.2,91.9,79.2,70.9,78.5,,,,,83.8,79.5,78.7,80.2
E14001228,100.0,100.0,100.0,100.0,80.8,76.3,70.2,71.5,70.6,73.5,80.9,87.3,100.0
E14001229,96.0,84.1,89.0,87.4,80.1,82.4,69.6,72.8,68.1,55.8,70.1,59.2,69.2
E14001230,87.6,77.2,71.4,83.1,69.2,57.9,72.2,,,,,,
E14001231,62.2,55.4,48.0,67.3,40.0,28.1,,,,29.9,45.1,49.1,67.6
E14001232,100.0,86.4,89.0,84.1,93.8,92.8,78.5,70.0,62.6,72.4,90.1,90.2,85.9
E14001233,65.2,67.3,74.6,78.0,77.2,88.5,92.8,100.0,100.0,77.3,,,
E14001234,91.8,76.0,71.1,66.4,53.5,65.9,59.9,73.3,74.2,83.0,100.0,,
E14001235,100.0,86.6,83.0,77.3,78.6,,80.7,86.5,81.7,75.3,,,
E14001236,,,43.8,51.3,71.7,73.1,82.8,100.0,100.0,100.0,100.0,,
E14001237,66.9,71.3,63.3,70.9,77.3,77.8,81.5,76.6,70.8,66.3,81.2,91.1,89.5
E14001238,65.0,68.9,78.6,66.9,100.0,,,,,,,,
E14001239,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.1,78.2,75.7,80.2,
E14001240,92.6,91.9,92.9,90.8,75.3,54.3,52.9,,,,60.1,72.4,66.6
E14001241,84.5,79.6,89.9,88.9,86.1,87.3,84.7,79.6,70.6,73.1,77.2,69.9,70.0
E14001242,71.5,85.6,87.0,76.6,65.7,,,100.0,100.0,100.0,,,
E14001243,44.9,,,,,,,,,,,,
E14001244,93.5,81.3,83.5,83.7,84.0,100.0,100.0,100.0,83.2,81.2,81.3,80.1,89.0
E14001245,85.5,80.1,82.0,78.1,66.1,71.7,65.9,66.7,73.6,64.1,76.1,91.9,92.9
E14001246,70.2,75.4,83.0,79.7,72.1,62.1,74.8,84.0,100.0,87.5,89.4,73.5,64.4
E14001247,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,85.0,82.7,78.8
E14001248,100.0,92.5,90.0,85.4,79.8,82.1,69.4,69.6,70.3,69.5,85.5,100.0,100.0
E14001249,74.3,71.7,77.3,50.6,57.6,70.0,,,,,,,
E14001250,69.1,56.3,55.5,57.0,63.0,70.9,,45.5,,,,,100.0
E14001251,64.4,73.3,77.2,65.7,57.3,46.1,46.4,47.9,56.3,,,,52.2
E14001252,50.4,,,,,,,32.3,58.8,84.7,100.0,100.0,100.0
E14001253,100.0,,,,100.0,100.0,100.0,100.0,100.0,100.0,,,
E14001254,100.0,100.0,100.0,100.0,,,,74.6,81.5,86.2,100.0,100.0,100.0
E14001255,85.8,70.1,74.2,61.2,69.9,73.9,76.8,80.1,74.1,62.8,58.7,59.2,59.7
E14001256,100.0,,,,,,,,100.0,100.0,79.6,60.4,47.2
E14001257,100.0,,100.0,100.0,100.0,81.8,82.1,85.0,86.9,100.0,100.0,88.2,84.5
E14001258,80.4,53.2,41.1,49.3,48.4,69.6,100.0,,75.9,78.1,78.9,79.9,100.0
E14001259,,,,,,,,64.4,,,,,
E14001260,56.7,81.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,82.0,65.5
E14001261,100.0,100.0,,100.0,,,,,,62.1,63.2,75.7,84.5
E14001262,72.0,68.7,76.4,71.1,70.4,83.4,61.8,65.2,66.4,57.1,64.5,,
E14001263,100.0,77.5,73.3,56.6,56.0,73.4,80.1,84.0,100.0,,,,
E14001264,74.8,64.6,79.7,86.4,39.9,41.3,34.6,,,,,,52.8
E14001265,100.0,66.7,,71.2,69.6,51.1,57.8,52.9,,,,,61.0
E14001266,43.1,41.8,42.5,57.1,100.0,83.4,91.6,93.9,84.1,71.2,69.7,77.9,65.5
E14001267,77.6,75.3,69.6,66.9,63.4,,,,,100.0,100.0,70.8,63.0
E14001268,94.9,95.3,84.4,81.7,75.2,51.5,58.0,71.4,76.3,100.0,,,
E14001269,57.8,85.2,77.1,83.1,,86.7,65.6,75.1,81.1,,,100.0,100.0
E14001270,,,,,80.4,93.4,100.0,100.0,,,,,
E14001271,49.0,50.9,40.2,67.6,85.5,77.3,63.7,67.8,,77.7,100.0,,
E14001272,57.3,68.0,70.1,68.8,70.3,67.2,62.8,65.3,68.8,65.6,63.0,53.9,65.7
E14001273,86.6,79.7,81.5,100.0,100.0,100.0,63.0,,66.9,72.8,83.6,88.0,
E14001274,52.9,39.8,45.1,58.9,70.8,89.2,90.1,100.0,100.0,,,100.0,100.0
E14001275,,40.8,64.8,65.5,68.2,57.9,52.9,,,,,,100.0
E14001276,100.0,,,70.2,64.5,71.1,52.4,42.0,58.8,,58.8,55.8,
E14001277,66.3,63.8,63.3,56.5,88.0,87.9,81.2,88.8,100.0,100.0,100.0,100.0,100.0
E14001278,52.3,46.5,59.3,66.8,72.8,65.1,57.4,,,52.8,38.4,44.4,41.6
E14001279,72.8,69.3,75.8,81.9,78.4,100.0,100.0,100.0,100.0,100.0,,50.9,45.3
E14001280,79.8,85.0,72.9,88.0,90.8,87.4,83.7,84.2,83.2,83.5,100.0,100.0,
E14001281,59.7,56.6,60.1,67.1,69.4,74.7,72.2,70.7,58.2,63.3,47.0,59.8,72.2
E14001282,90.5,74.4,69.2,59.2,71.4,77.1,100.0,100.0,82.9,71.8,,,
E14001283,69.1,72.8,84.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,84.9,76.0
E14001284,76.7,72.1,65.9,,,,,60.0,58.1,72.7,83.6,,
E14001285,86.2,85.2,74.2,69.7,65.3,73.1,86.6,100.0,100.0,54.4,45.2,37.0,43.6
E14001286,65.0,63.4,72.8,82.3,84.8,87.5,90.6,89.8,84.0,79.0,86.5,80.1,82.9
E14001287,100.0,100.0,,100.0,,,,,,,,,
E14001288,,100.0,100.0,100.0,100.0,100.0,100.0,71.1,73.6,76.2,74.2,86.5,85.2
E14001289,100.0,100.0,100.0,100.0,100.0,85.9,88.3,,,100.0,,100.0,70.3
E14001290,29.8,38.4,32.9,32.6,48.3,39.9,31.3,32.2,33.0,,47.5,33.4,46.1
E14001291,100.0,,,56.3,54.6,79.9,88.7,83.6,100.0,,,,
E14001292,77.9,100.0,100.0,100.0,100.0,87.6,87.9,84.5,83.1,100.0,100.0,100.0,100.0
E14001293,,60.9,59.6,70.0,100.0,100.0,100.0,100.0,100.0,100.0,,,
E14001294,72.4,65.2,50.8,54.2,55.8,,100.0,100.0,100.0,100.0,,,
E14001295,88.9,100.0,74.8,69.0,70.9,72.8,92.3,91.2,76.3,76.2,66.4,55.7,54.9
E14001296,64.9,71.7,82.0,81.7,90.1,72.9,,,,,,,
E14001297,78.5,86.2,81.7,74.3,83.9,75.3,70.3,60.8,57.7,50.7,59.9,72.9,70.3
E14001298,59.4,88.9,100.0,76.1,70.1,77.9,80.1,91.6,93.1,91.8,88.0,100.0,
E14001299,51.4,,,100.0,100.0,72.2,76.6,72.7,68.1,,,,
E14001300,71.5,61.6,71.4,74.5,68.2,59.2,73.7,82.3,70.3,71.8,65.7,59.0,87.2
E14001301,67.1,65.2,86.6,78.1,,57.2,52.1,53.4,49.3,,,,44.0
E14001302,81.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,81.5,85.0,83.8,
E14001303,64.0,74.5,72.6,72.9,72.7,75.8,77.6,55.9,73.5,70.1,,,63.2
E14001304,69.1,77.4,57.3,60.1,62.5,63.1,61.3,47.6,52.4,52.2,68.8,72.7,86.8
E14001305,62.4,64.6,71.1,69.0,69.0,81.3,,,,,,,
E14001306,76.7,79.6,65.3,,66.9,42.7,52.1,47.5,52.9,58.8,63.9,76.5,71.2
E14001307,77.2,72.9,76.6,73.2,67.8,57.7,58.1,59.6,62.8,86.7,84.3,86.4,82.9
E14001308,86.4,100.0,100.0,,,,,,,,57.2,65.3,73.1
E14001309,76.8,65.7,70.2,63.0,77.7,49.9,60.8,54.7,62.4,84.0,90.3,86.9,87.1
E14001310,65.1,47.1,40.9,,,,68.3,61.3,57.6,55.5,42.0,45.1,60.6
E14001311,73.0,71.7,83.0,100.0,94.3,86.0,83.7,87.0,76.0,81.6,64.3,48.6,74.0
E14001312,44.0,60.5,57.5,61.5,71.5,51.6,55.2,58.8,44.6,,,,
E14001313,83.4,76.7,62.7,77.9,68.4,74.3,85.2,82.8,86.0,86.1,100.0,100.0,100.0
E14001314,84.1,78.4,63.9,65.4,62.6,58.6,69.9,71.6,89.5,71.7,63.5,45.6,
E14001315,80.7,72.2,79.4,81.0,79.0,69.2,64.9,59.4,54.1,77.0,,69.3,84.1
E14001316,63.2,63.1,57.7,44.5,,,93.8,77.1,86.3,84.0,85.7,100.0,100.0
E14001317,80.0,84.9,87.2,100.0,100.0,94.7,76.4,70.9,73.5,73.3,88.9,89.9,81.8
E14001318,66.6,46.4,39.9,24.0,28.1,34.8,,58.1,78.2,100.0,100.0,67.8,
E14001319,56.0,60.0,51.8,34.7,50.2,43.3,40.5,53.8,65.5,81.7,85.9,60.8,56.3
E14001320,100.0,100.0,100.0,86.2,83.6,73.7,82.9,58.6,55.1,52.2,,,
E14001321,56.2,75.7,66.0,83.4,69.0,74.6,66.7,62.9,58.2,48.6,69.8,69.8,74.9
E14001322,85.3,82.6,82.1,76.8,68.9,82.2,77.1,78.2,100.0,100.0,100.0,79.2,75.0
E14001323,77.8,84.9,63.3,60.3,,,,,74.2,68.0,,87.5,100.0
E14001324,86.0,81.4,,,,100.0,100.0,100.0,100.0,100.0,,,
E14001325,56.9,47.7,36.0,63.6,65.5,68.4,72.1,69.2,59.8,100.0,100.0,,
E14001326,78.6,87.5,54.1,50.5,59.8,56.4,72.0,76.3,70.5,73.4,76.8,76.2,77.4
E14001327,68.6,72.4,82.9,41.9,42.4,46.2,37.8,62.2,63.4,60.3,85.0,86.8,100.0
E14001328,70.5,56.8,53.4,52.3,67.1,84.7,91.7,83.2,53.8,52.0,52.3,72.3,59.9
E14001329,76.1,65.5,70.4,81.1,86.8,100.0,100.0,100.0,100.0,100.0,,,
E14001330,87.0,93.6,86.8,87.3,76.2,78.3,83.6,71.9,,,,,88.0
E14001331,52.3,51.9,,60.2,72.9,68.2,90.1,,100.0,100.0,56.1,55.8,39.2
E14001332,81.2,74.1,82.1,84.0,83.8,73.8,71.0,61.8,,57.4,,,
E14001333,,,,,,,,,,,,,
E14001334,,48.0,70.3,68.3,40.6,56.4,44.2,32.7,52.2,43.2,48.7,58.0,65.4
E14001335,73.2,72.2,80.0,100.0,72.4,,,46.3,,,,,
E14001336,82.7,83.2,69.7,84.0,82.3,86.7,84.8,84.9,86.6,90.2,63.7,61.1,51.4
E14001337,77.1,65.6,61.5,60.7,75.4,87.5,69.2,57.7,41.7,33.9,54.6,,
E14001338,65.3,62.1,51.6,38.4,43.3,65.8,67.8,80.2,78.8,64.3,100.0,100.0,66.9
E14001339,100.0,89.2,87.6,88.5,,,,,,,40.2,40.0,37.8
E14001340,57.3,72.8,84.4,91.8,55.3,52.0,,,,,,,
E14001341,77.9,91.3,85.3,74.7,68.0,66.7,63.8,63.7,70.1,69.7,70.4,71.3,72.4
E14001342,100.0,100.0,100.0,83.2,89.5,81.9,68.3,71.5,72.0,72.7,79.4,56.3,64.8
E14001343,100.0,100.0,100.0,79.1,77.8,68.0,67.1,70.7,,100.0,100.0,100.0,
E14001344,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,
E14001345,82.9,66.8,67.2,68.0,69.0,82.7,71.1,75.0,68.3,69.2,78.4,78.1,77.5
E14001346,72.5,70.4,78.2,81.7,79.0,86.2,76.6,63.0,72.9,66.7,77.3,75.3,70.3
E14001347,90.8,92.2,81.6,64.9,61.6,65.4,73.9,77.4,100.0,100.0,,,
E14001348,76.9,72.6,73.3,70.5,76.4,74.8,78.3,84.6,79.8,77.7,75.5,83.5,82.0
E14001349,81.6,,82.2,80.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
